UniqueTitle,Description,CountSubTitles,Min-MinRate,Max-MaxRate,SalaryMinMaxValid,MultipleSubtitles,PayType,PayPeriod,UnionCode,UnionName,BargUnit,BargDesc,TitleStatus
80287,DIRECTOR OF CONTRACT ADMINISTR,1,45758,196574,ValidSalary,SingleTitle,AnnualSalary,Annual,791,HA NON-COMPETITIVE MANAGER,N/U,Non-Union,ActiveTitle
94356,COMMISSIONER (BOARD OF ELECTIO,1,45758,196574,ValidSalary,SingleTitle,AnnualSalary,Annual,992,UNCLASSIFIED NON OJ & NON MANA,N/U,Non-Union,ActiveTitle
94492,COMMISSIONER (TAX APPEALS TRIB,1,45758,196574,ValidSalary,SingleTitle,AnnualSalary,Annual,889,UNCLASSIFIED-SALARY BY STATUTE,N/U,Non-Union,ActiveTitle
95009,SENIOR GENERAL DEPUTY MANAGER,1,45758,196574,ValidSalary,SingleTitle,AnnualSalary,Annual,792,HA EXEMPT CLASS MANAGER,N/U,Non-Union,ActiveTitle
53039,CITY MEDICAL SPECIALIST,8,103038,204122,ValidSalary,MultipleTitles,AnnualSalary,Annual,35,DOCTORS COUNCIL CLINICIANS,DRSC,Doctors Council Clinicians,ActiveTitle
3634,DIRECTOR OF OFFICE OF LOCAL LE,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
3647,SPECIAL ASSISTANT TO THE BOROU,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5026,DIRECTOR OF INTERGOVERNMENTAL,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5037,"COUNSEL, DIVISION OF REAL PROP",1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5040,COORDINATOR OF CRIMINAL JUSTIC,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5047,DIRECTOR OF THE CITY'S OFFICE,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5085,EXECUTIVE DIRECTOR OF ADMINIST,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5086,DIRECTOR BOROUGH PRESIDENT OFF,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5089,DIRECTOR OF LANDFILL COMPLIANC,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
81307,COOPERATIVE EDUCATION TRAINEE-,1,7,8,ValidSalary,SingleTitle,HourlySalary,Annual,668,OJ COOPERATIVE TRAINEES,N/U,Non-Union,ActiveTitle
5097,EXECUTIVE ASSISTANT TO THE DEP,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5109,DIRECTOR OF MATERIAL MANAGEMEN,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5113,DIRECTOR OF PUBLIC EDUCATION (,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5115,DIRECTOR OF PUBLIC AFFAIRS (SA,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5117,DIRECTOR OF MANAGEMENT ANALYSI,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5125,DIRECTOR OF RECYCLING TECHNOLO,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5127,DIR OF PLANG & DEVELOPMNT FOR,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5130,ASSOCIATE DIRECTOR-OPERATIONAL,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5137,CHIEF OF PUBLIC INFORMATION (P,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5144,RESEARCH AND LIAISON COORDINAT,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5145,RESEARCH LIAISON ADN GOVERNMEN,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5146,DIRECTOR OF REGIONAL JOINT INT,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5149,DIRECTOR BOROUGH PRESIDENT'S O,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5159,ASSISTANT TO THE PRESIDENT(BOR,3,53373,212614,ValidSalary,MultipleTitles,AnnualSalary,Annual,883,MGRL TEMP - PROP EX,N/U,Non-Union,ActiveTitle
5224,DEPUTY OPERATION SUPPORT MANAG,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
81815,PUBLIC HEALTH ASSISTANT (SCHOO,1,17,22,ValidSalary,SingleTitle,HourlySalary,Annual,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,ActiveTitle
5229,"DIR OF THE OFFICE OF PLANG,EVA",1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5259,DEPUTY DIRECTOR (CIVILIANIZATI,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5269,EXECUTIVE ASSISTANT TO THE COM,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5278,ASSISTANT TO THE DEPUTY MAYOR,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5306,PARK BOROUGH COMMISSIONER (PAR,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5313,DIRECTOR OF THE SANITATION ENF,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5317,ASSISTANT COMMISSIONER FOR COM,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5346,EMPLOYEE HEALTH BENEFITS PROGR,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5357,DIRECTOR OF BUILDING MANAGEMEN,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5358,DEPUTY DIRECTOR OF BUILDING MA,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5364,DEPUTY COMMISSIONER (TAXI AND,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5365,GENERAL COUNSEL (TAXI & LIMOUS,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5387,DEPUTY BOROUGH COMMISSIONER (P,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5394,DIRECTOR OF ENFORCEMENT (TAXI,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
82203,COMMUNITY CENTER ATTENDANT,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,672,BOE NON-MANAGERIAL/NON-COMPETI,N/U,Non-Union,ActiveTitle
5395,EXECUTIVE ADMINISTRATOR OF GRA,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
82206,FAMILY AUXILIARY,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,672,BOE NON-MANAGERIAL/NON-COMPETI,N/U,Non-Union,ActiveTitle
82207,EDUCATIONAL AUXILIARY,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,672,BOE NON-MANAGERIAL/NON-COMPETI,N/U,Non-Union,ActiveTitle
5405,DIRECTOR OF MECHANICAL OPERATI,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5407,EXEC DIR OF VOLUNTEER COORDINA,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5409,DEPUTY DIRECTOR OF MARINE OPER,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5411,DEP DIRECTOR OF VOLUNTARY COOR,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5423,"DIRECTOR, OFFICE OF OPERATIONS",1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5439,ADMINISTRATOR OF SLUDGE VESSEL,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5443,"DIRECTOR, SISTER-CITY PROGRAM,",1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5444,EXEC DIRECTOR OF COMMIS ON THE,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5448,ASST EXECUTIVE DIRECTOR FOR PR,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5449,"DEPUTY DIRECTOR, CRIMINAL JUST",1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5451,DIRECTOR SRO HOUSING (MA),1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5453,ASST DIR OF INTERGVRMENTAL REL,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5454,ASST DIR OF INTERGVNMENTAL REL,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5455,ASST DIR OF INTERGVNMENTL RELA,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5460,COORDINATOR FOR HOMELESS SERVI,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5466,DEPUTY ASSISTANT DIRECTOR (CIV,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5477,DEPUTY DIRECTOR BUREAU OF LABO,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5479,DIRECTOR OF CORRECTION INDUSTR,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5484,DIRECTOR OF OPERATIONS SUPPORT,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5485,DIRECTOR OF PUBLIC CERTIFICATI,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5486,DEPUTY DIRECTOR OF ENFORCEMENT,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5487,ASSISTANT COMMISSIONER(ADMINIS,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5492,"DIR OF ADMINISTRATION, WORKER'",1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
5497,COUNSEL (MIDTOWN ENFORCEMENT-M,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6010,DEPUTY DIRECTOR OFFICE FOR THE,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6017,DIRECTOR NEW YORK CITY LOFT BO,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6024,CONFIDENTIAL ASSISTANT TO BORO,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6029,DIRECTOR MAYOR'S ACTION CENTER,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6030,"DIRECTOR, NYC ART COMMISSION (",1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6031,DIRECTOR CORRESPONDENCE SERVIC,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6034,DIRECTOR OF PLANNING & DEVELOP,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6035,PRINCIPAL PLANNING CONSULTANT,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6083,DIRECTOR OF PUBLIC INFORMATION,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6084,DEPUTY DIRECTOR OFFICE OF CONS,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6092,DIRECTOR (CITY ADMINISTERED MA,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6134,MEDICAL ADMINISTRATOR (CORRECT,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6136,ASSISTANT COMMISSIONER FOR BUD,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6142,DIRECTOR OF CRISIS ASSISTANCE,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6143,DIRECTOR OF RESIDENTIAL DEVELO,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6144,ASSISTANT LEGISLATIVE REPRESEN,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6145,CHAUFFEUR-ATTENDANT (BORO PRES,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,883,MGRL TEMP - PROP EX,N/U,Non-Union,ActiveTitle
6147,PUBLIC RELATIONS OFFICER (BORO,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6149,DIRECTOR OF INMATE CLASSIFICAT,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6167,DEPUTY EXECUTIVE DIRECTOR OF S,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6174,BOROUGH DIRECTOR OF BEACH POOL,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6175,CHIEF OF CITY-WIDE SERVICES (P,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6176,CHIEF OF RECREATION (PARKS & R,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6177,CHIEF OF TECHNICAL SERVICES (P,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6178,DIRECTOR OF MOTORIZED EQUIP &,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6179,DIRECTOR OF NEIGHBORHOOD PARK,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6180,DIRECTOR OF SPECIAL OPERATIONS,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6181,DIRECTOR OF STADIA (PARKS & RE,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6185,DEPUTY DIRECTOR OF PROBATION (,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6196,ASPHALT PLANT MANAGER (DOT),1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6199,DEPUTY DIRECTOR OF MANAGEMENT,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6200,DIRECTOR OF MANAGEMENT INFORMA,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6202,ASSISTANT DIRECTOR OF PLANNING,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6209,DIRECTOR OF ENGINEERING (DEP),1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6210,DEPUTY DIRECTOR OF ENGINEERING,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6211,DIRECTOR OF ENVIRONMENTAL MANA,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6227,ASSISTANT DIRECTOR OF ADMINIST,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6243,DIRECTOR OF VICTIMS AND VOLUNT,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6250,"DIRECTOR, ASBESTOS EMISSION CO",1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6251,DEPUTY DIRECTOR ENVIRONMENTAL,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6254,DIRECTOR  OF INDUSTRIAL REHABI,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6311,DIRECTOR OF AUDITS (OFFICE OF,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6314,INCINERATOR FACILITY MANAGER (,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6318,DEPUTY COMMISSIONER FOR ADMINI,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6353,COORDINATOR OF VETERANS' AFFAI,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6357,DIRECTOR OF CLINICAL SERVICES,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6358,DIRECTOR OF LABOR RELATIONS (D,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6359,DIRECTOR OF ADMINISTRATION (BO,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6362,BOROUGH DIRECTOR OF RECREATION,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6363,DIRECTOR OF LANDSCAPE MANAGEME,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6364,DEPUTY CHIEF OF OPERATIONS (PA,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6384,ASSISTANT COMMISSIONER (PERSON,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6386,ASSISTANT COMMISSIONER FOR COM,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
90605,FILM INSPECTION ASSISTANT,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,672,BOE NON-MANAGERIAL/NON-COMPETI,N/U,Non-Union,ActiveTitle
6389,SECRETARY TO THE DISTRICT ATTO,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,883,MGRL TEMP - PROP EX,N/U,Non-Union,ActiveTitle
6391,MANAGING AUDITOR (OFFICE OF TH,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6395,WORD PROCESSING SYSTEM MANAGER,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6396,PROJECT DIRECTOR (DEPT OF PROB,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6398,"DEPUTY DIRECTOR,OFF OF EQUAL E",1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6401,DIRECTOR OF ADMINISTRATION (LA,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6402,DEPUTY DIRECTOR OF ADMINISTRAT,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6403,DIRECTOR (OFFICE OF CONTRACTS-,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6404,DEPUTY DIRECTOR (OFFICE OF CON,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6407,EXECUTIVE DIRECTOR OF FOOD SER,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6409,DIRECTOR EMPLOYEE ASSISTANCE P,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6410,CONSTRUCTION MANAGEMENT CONSUL,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6420,EXECUTIVE ADMINISTRATOR (CORRE,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6425,"DEPUTY DIRECTOR, CORRESPONDENC",1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6427,DEPUTY DIRECTOR (BUREAU OF ALC,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6431,SPECIAL ASSISTANT TO THE BOROU,1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
6433,DEPUTY COMMISSIONER (CDCSA),1,53373,212614,ValidSalary,SingleTitle,AnnualSalary,Annual,775,MGRL TEMP - PROP NC,N/U,Non-Union,ActiveTitle
90702,"CITY LABORER (GROUP,A)",7,22,45289,ValidSalary,MultipleTitles,EitherAnnualHourly,Annual,152,LABORERS (220) DC37,DC37,District Council 37,ActiveTitle
90706,CARRIAGE UPHOLSTERER,2,30,30,ValidSalary,MultipleTitles,HourlySalary,Annual,70,CARRIAGE UPHOLSTERERS (220) L2,SEIU,Service Employees Int'l Union,ActiveTitle
